date,url,title
10/05/2012 - ,http://us4.campaign-archive2.com/?u=9735795484d2e4c204da82a29&id=86ef401e9d,Pycoder's Weekly (Issue #34): issues[33]
09/28/2012 - ,http://us4.campaign-archive2.com/?u=9735795484d2e4c204da82a29&id=235814c74e,Pycoder's Weekly (Issue #33): Van Rossum
09/21/2012 - ,http://us4.campaign-archive2.com/?u=9735795484d2e4c204da82a29&id=4d4c362aa6,Pycoder's Weekly (Issue #32): Zen
09/14/2012 - ,http://us4.campaign-archive2.com/?u=9735795484d2e4c204da82a29&id=b00fb327a4,Pycoder's Weekly (Issue #31): Pythonic
09/07/2012 - ,http://us4.campaign-archive2.com/?u=9735795484d2e4c204da82a29&id=c7a40e0e90,Pycoder's Weekly (Issue #30): Gevent
08/31/2012 - ,http://us4.campaign-archive2.com/?u=9735795484d2e4c204da82a29&id=19a665d762,Pycoder's Weekly (Issue #29) : Memorial
08/24/2012 - ,http://us4.campaign-archive2.com/?u=9735795484d2e4c204da82a29&id=5f0305a119,Pycoder's Weekly (Issue #28) : Fabric
08/17/2012 - ,http://us4.campaign-archive2.com/?u=9735795484d2e4c204da82a29&id=b1493c3972,Pycoder's Weekly (Issue #27) : Stompy
08/10/2012 - ,http://us4.campaign-archive2.com/?u=9735795484d2e4c204da82a29&id=d726d67b25,Pycoder's Weekly (Issue #26) : Curiosity
08/03/2012 - ,http://us4.campaign-archive2.com/?u=9735795484d2e4c204da82a29&id=8cdcca322a,Pycoder's Weekly (Issue #25) : Rise
07/27/2012 - ,http://us4.campaign-archive2.com/?u=9735795484d2e4c204da82a29&id=81659f265d,Pycoder's Weekly (Issue #24) : Untitled
07/20/2012 - ,http://us4.campaign-archive2.com/?u=9735795484d2e4c204da82a29&id=66d40d788e,Pycoder's Weekly (Issue #23) : Guido
07/13/2012 - ,http://us4.campaign-archive2.com/?u=9735795484d2e4c204da82a29&id=6e6c3c0ca2,Pycoder's Weekly (Issue #22) :  Python Molurus
07/06/2012 - ,http://us4.campaign-archive2.com/?u=9735795484d2e4c204da82a29&id=70e6aab4fd,Pycoder's Weekly (Issue #21) : One does not simply write a python script.
